tl,en
"""PNR will follow its holiday schedule--or having one-hour intervals for northbound and southbound trains--during the APEC summit on November 18 and 19,"" saad sa pahayag ng PNR.","""PNR Will Follow Its Holiday Schedule - Or Having One-Hour Intervals for Northbound and Southbound Trains - During The Apec Summit on November 18 and 19,"" Saad in the PNR statement."
"Sa apat na pahinang resolusyon na pinirmahan ni Justice Undersecretary Raymund Mecate, hindi inayunan ang petisyon ni Gerardo ""Ding"" Santiago, chairman ng Brgy. 165 (Bagbaguin) sa Caloocan City at dating pulis-Caloocan, para marebisa ang pagkakasangkot niya sa kaso sa pagpaslang kay Jee dahil sa teknikalidad.","In the four page resolutions signed by Justice Undersecretary Raymund Mecate, Gerardo's petition is not awarded ""Ding"" Santiago, Chairman of Brgy. 165 (Bagbaguin) in Caloocan City and former police-Caloocan, for his involvement in the case of killing Jee due to technicality."
Inihalimbawa ni Valte ang nangyaring hindi pag-ulan sa ilang bahagi ng bansa noong nakaraang summer kaya ipinapatupad na umano ang mga kinakailangang aksiyon sa mga apektadong lugar.,Valte exemplified the disappearance of some parts of the country last summer so the necessary actions in the affected areas were enforced.
"Si Tan ay kasama sa siyam na indibidwal na kinasuhan ng DOJ sa korte ng kasong paglabag sa Section 4, in relation to Section 26 (a) ng RA 9165 na tumutukoy sa importation of dangerous drugs dahil sa shabu shipment.","Tan is included in the nine individuals charged with the DOJ in court of violation of Section 4, in Relation to Section 26 (a) of RA 9165 which refers to the importation of dangerous drugs due to shabu shorthy. "
"Nasamsam kay PO2 Hernandez ang dalawang pakete ng umano'y shabu, isang timbangan at isang improvised tooter habang narekober naman kay Cerbito ang isang patalim at isang pakete ng umano'y shabu.","PO2 Hernandez seized the two packages of alleged Shabu, a scalpan and an improvised tooter while now recovered from CERBITO and a pack of alleged Shabu."
Aalisin na umano sa Biyernes (Setyembre 13) ang estatuwa para sa safekeeping at pansamantalang ilalagay sa storage facility hanggang makakita na ng pagtatayuan.,It will be removed from Friday (September 13) the statue for safkeeping and temporarily placed in storage facilities until they see a construction.
"""Stop calling them heroes, Better to give the just salaries and the increase they well-deserve,"" dagdag pa ng grupo.","""Stop Calling Them Heroes, Better To Give The Just Salaries And The Increase They Well-Deserve,"" added the group."
Yongco has a way to balance academics and athletics.,Yongco Has a Way to Balance Academics and Athletics.
"Tuesday, Thursday, Saturday (TThS): NBBS Proper, NBBS Dagat-Dagatan, NBBN, BBN, Navotas West, San Jose, San Roque, Tangos South, at Tanza 2","Tuesday, Thursday, Saturday (TTHS): NBBS Proper, NBBs Lake, NBBN, BBN, Navotas West, San Jose, San Roque, Tangos South, and Tanza 2"
"Bago rito, nagpahayag ng suporta si Kris, ang tinaguriang Queen of All Media, kay Leni bilang susunod na pangalawang pangulo ng bansa sa kanyang Instagram page.","New here, Kris expressed support, the so-called Queen of All Media, Leni as the next second president of the country on his Instagram page."
"MANILA, Philippines -- Mas pabor si Pangulong Duterte na perahin na lang ang ibinibigay na ayuda ng pamahalaan sa mga nangangailangang biktima ng sunog o kalamidad.","Manila, Philippines - President Duterte is more favorable to the government's allowable assistance to the needy victims of fire or disaster."
"Nagtaka umano si Ong ng lumapit ang drug company sa kanya upang ipaalam na ibababa na ang presyo sa P10,000. Sa pag-uusisa ni Ong nalaman niya na ibinaba ang presyo dahil mayroon na itong kakompitensyang generic brand.","Ong wondered the Drug Company approached him to let the price be lowered to P10,000. In Inquisition of Ong he found out that the price was dropped because it had a compensited generic brand."
3 p.m. Talk 'N Text vs Barako Bull,3 p.m. TALK 'N TEXT vs Barako Bull
Mas marami umano ito kumpara sa 43 percent na naitala sa survey na ginawa noong May 2005.,It was more than 43 percent recorded in the survey made in May 2005.
"Sabi pa sa reklamo ni Pioquinto, sa kabila ng paulit-ulit na demand niya sa respondent na ibigay ang kanyang honorarya ay patuloy na tumatanggi ang huli dahilan para idulog na niya ang reklamo sa konseho.","Pioquinto said the complaint, despite his repeated demand in the respondent to give his honorable continually refusing the latter because he had fallen to the Council's complaint."
Bukod dito karaniwan din umanong tumatagal ang reklamo ng mga consumers na hindi naaksyunan dahil walang sariling complaint desk ang PECO.,"Furthermore, the complaint of consumers is not acting that is not attended because PECO does not have a complaint desk."
Cpl. Clecarte Dahan,Cpl. CLECARTE GASING
"Sa top 2 ay inilagay ang pangako umano ni Duterte na papatayin ang kanyang mga anak kung mapapatunayang gumagamit ang mga ito ng iligal na droga. Nakasaad pa sa artikulo na sa ngayon, wala pa namang napapatay na sariling anak si Duterte, pero isang apat na taong bata na si Althea Babon ang nasawi nang dahil sa drug war ng administrasyon.","In Top 2, Duterte's promise was to kill his children if they would be able to use illegal drugs. It is still stated in the article today, Duterte has not been killed, but a four-year-old child Althea Babon was killed due to the administration's Drug War."
Nilinaw ni Roco na ang matatanggap na bonus ay kalahati umano ng kabuuang bonus ng lahat ng empleyado ng DepEd sa buong isang taon at hindi isang bagong bonus scheme.,Roco clarified that the receptive bonus is half alleged by the total bonus of all deped employees throughout one year and not a new bonus scheme.
Ipinag-utos ni Pangulong Arroyo sa Department of Public Works and Highways (DPWH) na suspindihin ang 3 Filipino construction firm na sinasabing sangkot sa iregularidad sa mga World bank-funded projects.,President Arroyo has ordered the Department of Public Works and Highways (DPWH) to suspend the 3 Filipino construction firms that are said to be involved in the irregularity in World Bank-Funded Projects.
The first two episodes were not really exciting to watch for me because I had known already most of the things that had happened during his NBA career except that part in his rookie year (1984-85) wherein he entered the Chicago Bulls' hotel room and found his teammates doing some hanky panky.,The FIRST TWO EPISODES WERE NOT REALLY EXCITING TO WATCH FOR ME BECAUSE I HAD KNONTY MOST OF THE THING THE THING THAT HAD HAD HAD HADED DURING HIS NBA CAREER EXCEPT THAT PART IN HIS ROOKIE YEAR (1984-85) WHEREIN He ENTERED THE CHICAGO BULLS 'HOTEL ROOM AND FOUND HIS TEAMMATES DOING SOME HANKY PANKY.
Si Misaki Yamauchi ay mayroong 9 puntos mula sa pitong kills at dalawang kills para pangunahan ang magandang pag-atake.,Misaki Yamauchi has 9 points from seven kills and two kills to lead the good attack.
"Aniya, papasok na sa trabaho si Capinpin at habang naghihintay ng masasakyan sa national highway sa Barangay EJC Montilla, ay biglang huminto sa harap nito ang isang motorsiklo na kinalululanan ng dalawang lalaki.","He said Capinpin was going to work and while waiting for the National Highway at Barangay Ejc Montilla, suddenly stopped in front of a motorcycle covered with two men."
Ipinagbabawal sa batas ang pag-iimprenta o publishing ng anumang notice o patalastas na may kaugnayan sa employment na naglalagay ng diskriminasyon o limitasyon sa edad.,The law is prohibited from the printing or publishing of any notice or advertisement related to the employment that puts discrimination or age limit.
Remarks by Chinese Embassy Spokesperson on the Death Incident of A Handcuffed Chinese Citizen in Las Pinas pic.twitter.com/FkOx3hK2ss,Remarks by Chinese Embassy Spokesperson On The Death Incident Of A Handcuffed Chinese Citizen In Las Pinas Pic.twitter.com/fkox3hk2ss
"""I know who you are. You who are protecting Koala bear. Do not provoke me to name you, you S.O.Bs, that is to say, statement of votes that Congressman [Roilo] Golez suggested I say,"" ayon kay Locsin, sa isang pahayag na binasa nito sa pagpapatuloy nang pagdinig kahapon ng Kongreso hinggil sa naturang election fraud.","""I Know Who You Are. You Who Are Protecting Koala Bear. Do Not Provoke Me To Name You, You Sobs, That Is To Say, Statement Of Votes That Congressman [Roilo] Golez Suggested I Say,"" Locsin said, A statement read it in continuing hearing yesterday by Congress on such Election Fraud."
"Sa alituntunin ng Senado, majority o higit kalahati ng mga miyembro ng komite ang kailangang nakalagda sa committee report para maging opisyal at upang maihain sa plenaryo.","In the Senate rule, Majority or more half of the committee members need to be signed in the Committee Report to become official and to file a plenary."
"Pinangangambahang umabot sa 4,000 ang mga overseas Filipino workers na nahawahan ng HIV-AIDS ngayong taon.","Overseas Filipino Workers have been infected with 4,000 HIV-AIDS this year."
"Inihalimbawa ni Cnossen ang ilang kaso sa European Union, ang bansang nagpatupad ng mataas na buwis sa tabacco na kinailangan pa nilang ikonsidera ang problema sa talamak na smuggling.","Cnossen exemplified some cases in the European Union, the country that fulfilled a high tax on Tabacco that they had to consider the problem with chronic smuggling."
Inaprubahan naman ng chairman ng komite na si Leyte Rep. Lucy Torres-Gomez ang panukala.,The chairman of the committee Leyte Rep. Lucy Torres-Gomez is the proposal.
"Tanong naman ni netizen Boom Buencamino, ""Paano naisip ni Cayetano na worth P4M+ ang isang buradong design?""","Netizen Boom Buencamino asked, ""How did Cayetano think that Worth P4M + A Burred Design?"""
"MANILA, Philippines -- Lalo pang umakyat ang bilang ng mga binawian ng buhay habang papalabas ng Philippine area of responsibility ang bagyong ""Tisoy"" ngayong Miyerkules ng gabi.","MANILA, Philippines - The number of lives of life as the Philippine Area of ??????????Responsibility will go out of the Philippine Area of ??????????Responsibility ""Tisoy"" this Wednesday night."
"Naitala ang Intensity VII sa Kidapawan City habang Intensity V sa Tupi, South Cotabato at Alabel sa Sarangani.","Intensity VII is recorded in Kidapawan City while intensity V at Tupi, South Cotabato and Alabel in Sarangani."
"Garcia beat Pakistan's Mahnoor Mahnoor in Round of 32 of the women's 57-kg division but was shut out by Hungary's Edina Brigitta Kotsus, 0-16, in the next round.","Garcia Beat Pakistan's Mahnoor Mahnoor In Round Of 32 Of The Women's 57-kg Division But Shut Out by Hungary's Edina Brigitta Kotsus, 0-16, In The Next Round."
"Sa video post ng isang netizen na si @keiakamatsu sa kanyang Twitter account ay makikitang high na high ito sa pagkatuwa nang ulanin ito ng pagpapala mula kay Mayor Mel, na hipag ni Senator Cynthia Villar.","In the video post a netizen @keiakamatsu on his Twitter account will see this high high as it is pleased to ride this blessing from Mayor Mel, sister Cynthia Villar."
SISIKAPIN ng nagtatanggol na kampeong Purefoods Star at nanggugulat na Meralco na makumpleto ang sweep ng best-of-three quarterfinal round ng 2015 PBA Commissioner's Cup sa pagtudla ng isa pang panalo kontra magkahiwalay na karibal mamaya sa Smart Araneta Coliseum sa Quezon City.,Defensive Purefoods Star's champion will try to complete the Sweep of the Best-of-Three Quarterfinal Round of the 2015 PBA Commissioner's Cup in the detention of another win against separate rivals later on the Smart Araneta Coliseum in Quezon City.
Doon na niya nakita na bangkay pala ng isang lalaki ang nasa loob ng karton na nakabungad agad ang tuhod nito. Agad siyang humingi ng saklolo sa mga rumorondang mga barangay tanod na sila na ring nag-report sa pulisya.,There he saw that a man was the one who was in the card that was immediately opening its knees. He immediately asked for help from rumorondang barangay tanods that they also reported to the police.
